"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Travelled (in meters)","Synced On"
"End Day",2491641,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:22:01,277082,"SHREEPAD KASAR",3861966,"Sales Rep",231719,"RAVIKUMAR BASANNA _bagalkot",,,"Day Ended","Day Ended",,,16.6114634,75.4495132,,NA,"03 Dec 2025 09:55:32 AM"
"End Day",2491084,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,19:16:30,271713,"Bhuteesha A",3796079,"Sales Rep",240341,"VARUN M_davengere 2",,,"Day Ended","Day Ended",,,13.9600467,76.6160717,,NA,"03 Dec 2025 09:45:55 AM"
"Start Day",2492878,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,20:00:36,276051,"Budhewar Sunil Dilip",3699341,"Sales Rep",239175,"Shivkumar shete_Nanded",,,"Day Started","Day Started",,,18.6587553545154,77.6524606233997,,NA,"03 Dec 2025 09:41:11 AM"
Tourvisit,15914849,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,20:00:46,276051,"Budhewar Sunil Dilip",3699341,"Sales Rep",239175,"Shivkumar shete_Nanded",,,"End of the day",good,,,18.6587553545154,77.6524606233997,,NA,"03 Dec 2025 09:41:01 AM"
Tourvisit,15914617,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,20:15:03,243872,"Basymon M G",3308123,"Sales Rep",239812,"Vinu Kumar S _Pallakad",,,"End of the day","stop my duty ",,,11.6593752,76.1728658,"54, NH 766, Meenangadi, Kerala 673591, India",NA,"03 Dec 2025 09:18:15 AM"
Tourvisit,15914468,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:11:49,268306,"Sangram Bhagwan Patil",3762092,"Sales Rep",239443,"Satyajit Todkar_Kolhapur",,,"End of the day","DAY END",,,17.0258979,74.3667978,"29G8+FP2, Walwa, Maharashtra 416313, India",NA,"03 Dec 2025 08:58:32 AM"
"End Day",2479401,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:11:57,268306,"Sangram Bhagwan Patil",3762092,"Sales Rep",239443,"Satyajit Todkar_Kolhapur",,,"Day Ended","Day Ended",,,17.0258932,74.3668701,,NA,"03 Dec 2025 08:58:32 AM"
"End Day",2478563,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,18:27:48,235975,"Bharat Harale ",3170564,"Sales Rep",231724,"Shubham Shinde_NIPHAD",,,"Day Ended","Day Ended",,,20.151463,74.2992011,,NA,"03 Dec 2025 08:56:54 AM"
"End Day",2477845,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:25:17,273443,"Kallayya M",3796526,"Sales Rep",258634," veerappa kivudanavar_Hubli",,,"Day Ended","Day Ended",,,15.43925,74.850485,,NA,"03 Dec 2025 08:55:22 AM"
"End Day",2477571,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:11:10,277546,Rajagopalan,3875401,"Sales Rep",239802,"BALAKUMARAN _THANJAVUR",,,"Day Ended","Day Ended",,,10.6703199,79.4375116,,NA,"03 Dec 2025 08:54:56 AM"
"End Day",2478776,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:25:45,263712,"Sahab Singh Rajput",,"Sales Rep",242405,"Soumya Sawaran_SAGAR",,,"Day Ended","Day Ended",,,23.8184833,78.7505767,,NA,"03 Dec 2025 08:41:02 AM"
"Start Day",2491459,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,08:01:06,259763,"Ravi K",3672541,"Sales Rep",231720,"Amit reddy_CHIKKABALLAPURA",,,"Day Started","Day Started",,,13.6358051,77.6759206,,NA,"03 Dec 2025 08:31:01 AM"
"End Day",2478659,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,21:06:14,270266,"Vivek M",3785350,"Sales Rep",239791,Vetrivel.G_ERODE,,,"Day Ended","Day Ended",,,11.40701,76.7114621,,NA,"03 Dec 2025 08:05:57 AM"
"End Day",2481044,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,18:17:44,281283,KUNIPOGU PENCHALA NARSIMHULU,3945447,"Sales Rep",262717,"Chaitanya Pitchala_Kaligiri",,,"Day Ended","Day Ended",,,14.907657,79.6431094,,NA,"03 Dec 2025 08:04:23 AM"
"Start Day",2491015,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,07:17:25,279561,"Gogulamudi.Venkata Subbarao",3910111,"Sales Rep",240484,anuhya_Eluru,,,"Day Started","Day Started",,,16.4193621,80.9963338,,NA,"03 Dec 2025 08:00:36 AM"
"End Day",2477921,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,20:33:31,276074,"Akash Prakash Thakare",3752197,"Sales Rep",238969,"Vacant Po _Mukutban",,,"Day Ended","Day Ended",,,20.1781718,78.3150083,,NA,"03 Dec 2025 07:50:53 AM"
"End Day",2477131,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,20:56:13,269490,"GURIJALA PRAVEEN",3775366,"Sales Rep",240481,"Pitta Raghu Ramaiah_parkala",,,"Day Ended","Day Ended",,,18.3809278,79.6133355,,NA,"03 Dec 2025 07:08:07 AM"
"End Day",2479037,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,18:45:36,278101,"Nikita Jivansing Dumale",3872536,"Sales Rep",239392,"sadanand kamale_JALGAON",,,"Day Ended","Day Ended",,,20.9946795,75.5556027,,NA,"03 Dec 2025 07:04:29 AM"
"End Day",2477601,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,22:18:15,240487,Laxman_TADEPALLIGUDEM,A36,"Territory Manager",240482,"Guruparasad Reddy",,,"Day Ended","Day Ended",,,18.0943484,83.3963686,,NA,"03 Dec 2025 07:02:50 AM"
"End Day",2479939,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-02,21:51:25,278847,SUNDARAPANDI.K,3896516,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli",,,"Day Ended","Day Ended",,,9.0406585,78.1224117,,NA,"03 Dec 2025 06:58:02 AM"
"Visit Note",10483954,Customer,18200613,"-- --","G V Prakash Traders ","Nearby Sivagnanapuram Busstand , SIVAGNANAPURAM , Vilathikulam , India, 628712","-- --",Retailer,No,9.055671400000,78.090949800000,2025-12-02,20:11:58,278847,SUNDARAPANDI.K,3896516,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli","Trichy Warehouse",A772,"Customer Note",ReVisit,,,9.0556204,78.0910928,"334R+7F6 Anantha Nilayam, 539, East street, Sivagnanapuram, Tamil Nadu 628712, India",16.6943,"03 Dec 2025 06:58:02 AM"
