"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Travelled (in meters)","Synced On"
"Customer Creation",18669154,Customer,18669154,"-- --","Prosenjit mondal","joinabad, joinabad, karimpur2, Nadia North, Nadia, West Bengal, India, 741165","Nadia North",Farmer,No,,,2025-12-17,21:08:43,280760,"BILTU ACHARYA",,"Sales Rep",241099,"Sribash Kumar Mallick_krishnanagar",CFA-Kolkata,A333,"New Retailer","Prosenjit mondal",,,,,,NA,"18 Dec 2025 09:26:33 AM"
"End Day",2655763,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,21:14:13,277082,"SHREEPAD KASAR",3861966,"Sales Rep",231719,"RAVIKUMAR BASANNA _bagalkot",,,"Day Ended","Day Ended",,,16.6115915,75.4495978,,NA,"18 Dec 2025 08:30:33 AM"
"End Day",2652883,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,23:04:37,253981,"Ganesh Balaji Mane",3573791,"Sales Rep",239455,"Sachin Shinde_Latur",,,"Day Ended","Day Ended",,,18.2369023,76.9853122,,NA,"18 Dec 2025 08:24:50 AM"
"End Day",2654237,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,22:01:11,262621,"VIGNESH GOBALAKRISHNAN",3730418,"Sales Rep",239802,"BALAKUMARAN _THANJAVUR",,,"Day Ended","Day Ended",,,10.645814,79.4546845,,NA,"18 Dec 2025 08:18:12 AM"
"End Day",2653016,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,20:18:50,274312,"Vipin Kumar",3826405,"Sales Rep",263438,"Manish Verma_jhansi",,,"Day Ended","Day Ended",,,25.9753241,79.4491165,,NA,"18 Dec 2025 08:06:00 AM"
"End Day",2653947,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,20:26:24,271514,"LODDU VARAHALU NAIDU",3801118,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",,,"Day Ended","Day Ended",,,18.3147917,83.8941483,,NA,"18 Dec 2025 07:55:54 AM"
"End Day",2655467,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,20:34:32,263424,"KS kiran kumar",3747576,"Sales Rep",240518,Bhanuprakash_Adoni,,,"Day Ended","Day Ended",,,15.6243816,77.2719438,,NA,"18 Dec 2025 07:55:52 AM"
"End Day",2653340,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,22:11:54,244840,"Pandurang Pavan Bhutekar_Ramnagar",3333188,"Sales Rep",239176,"Aniket Sarnaik_JALNA",,,"Day Ended","Day Ended",,,19.7512101,76.1463091,,NA,"18 Dec 2025 07:50:43 AM"
"End Day",2652953,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,21:17:47,263712,"Sahab Singh Rajput",,"Sales Rep",242405,"Soumya Sawaran_SAGAR",,,"Day Ended","Day Ended",,,23.8182417,78.7506833,,NA,"18 Dec 2025 07:48:29 AM"
Tourvisit,15982539,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-17,08:29:24,239184,"NIKHIL YALCHAWAR",2617775,"Sales Rep",239175,"Shivkumar shete_Nanded",,,"Beginning of the day","good morning ",50.00,,19.7558122,78.3109293,"Q846+9F6, Kanki, Maharashtra 431805, India",NA,"18 Dec 2025 07:48:11 AM"
