"Activity Type","Transaction Ref ID",Customer/Plant,"Customer/Plant ID","Customer/Plant external ID","Customer/Plant Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/Plant Latitude","Customer/Plant Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Travelled (in meters)","Synced On"
"End Day",2546118,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,21:34:07,255244,"Raushan Kumar",F100679,"Sales Rep",247139,"CF - Shashank Gaur",,,"Day Ended","Day Ended",,,26.1159687,85.4180149,,NA,"09 Dec 2025 09:15:31 AM"
Checkin,69817843,Customer,16032607,0001014314-cattle,"1014314 - ANKITA POULTRY FEED","PEDEWADI POST KOWADE, AJRA, KOLAHPUR, Maharashtra, India, 416503",AJRA,,No,16.132876900000,74.280290000000,2025-12-08,19:05:16,263377,"Suraj Patil",G112691,"Sales Rep",241367,"Direct Reports to CF - P.L.Kulkarni",Kolhapur,F502_Cattle,Checkin,"Location Verified",,,16.1421797,74.2631981,"47R7+RH, Pedrewadi, Maharashtra 416503, India",2098.24,"09 Dec 2025 09:10:27 AM"
Checkout,69817842,Customer,18183237,"-- --","Swapnil Patil","Naregaon,  , Gadhinglaj , Narewadi, Pune Division, Maharashtra, India, 416506",Narewadi,"Cattle - Farmer",No,16.144240000000,74.424191700000,2025-12-08,16:04:19,263377,"Suraj Patil",G112691,"Sales Rep",241367,"Direct Reports to CF - P.L.Kulkarni",Kolhapur,F502_Cattle,,,,,16.1442833,74.4242883,"4CVF+JH5, Narewadi, Maharashtra 416506, India",11.3854,"09 Dec 2025 09:10:27 AM"
"End Day",2546830,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,19:36:04,281789,"CF - Ganesh Phadtare",713557,"Territory Manager",281788,"CF - Pramod Patil",,,"Day Ended","Day Ended",,,17.6738234,75.3309297,,NA,"09 Dec 2025 09:08:15 AM"
Checkout,69817423,Customer,14261863,"-- --","Vijay Borade","Bhoom,  , Bhoom, Aurangabad Division, Maharashtra, India, 413504",Bhoom,"Cattle - Dealer",No,18.457537000000,75.661112300000,2025-12-08,19:29:21,271325,"CF - Ramesh",257995,"Sales Manager",255421,"Ankush Dhabale","Baramati Feed Plant",F513_Cattle,,,,,18.4575557,75.6611371,"Shop No 1, Paranda Rd, nearby Flora Chowk, Bhoom, Maharashtra 413504, India",3.34151,"09 Dec 2025 08:57:20 AM"
"End Day",2545346,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,20:13:46,255422,"Narsing Pawale",,"Sales Manager",245476,"PF- Mahesh Kansagra",,,"Day Ended","Day Ended",,,18.66747,73.8226078,,NA,"09 Dec 2025 08:47:02 AM"
"End Day",2549694,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,20:26:08,281901,"Mahesh Jakhar",G116775,"Sales Rep",234818,"PF-Nanasaheb Laxman Kote",,,"Day Ended","Day Ended",,,27.6785968,75.0916123,,NA,"09 Dec 2025 08:43:32 AM"
"End Day",2546152,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,22:16:33,242803,"CF - Roshil Verma",716567,"Sales Rep",262311,"CF - Rajender Sharma",,,"Day Ended","Day Ended",,,30.4378476,77.604076,,NA,"09 Dec 2025 08:34:21 AM"
"End Day",2544767,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,18:52:26,275870,"Vikas Madhukar Sargar",,"Sales Rep",241368,"CF - P N Bhopale",,,"Day Ended","Day Ended",,,17.4176433,75.1894717,,NA,"09 Dec 2025 08:33:24 AM"
"End Day",2550590,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-08,21:51:32,240703,"CF - Kanagaraj",712872,"Sales Rep",247054,"Direct report to Arul Antony",,,"Day Ended","Day Ended",,,10.6537662,76.9623256,,NA,"09 Dec 2025 08:30:46 AM"
