"Activity Type","Transaction Ref ID",Customer/Plant,"Customer/Plant ID","Customer/Plant external ID","Customer/Plant Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/Plant Latitude","Customer/Plant Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Travelled (in meters)","Synced On"
Tourvisit,15925572,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,21:09:01,273653,"Vikas Tiwari",G114349,"Sales Rep",253350,"Direct Reports to Sushil Kakkar",,,"End of the day","customer visit ",,102828.00,27.227856,78.2298219,"NH2 HIGHWAY, ROAD, KANPUR, Tundla, Uttar Pradesh 283204, India",NA,"05 Dec 2025 10:05:07 AM"
"End Day",2508758,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,21:09:11,273653,"Vikas Tiwari",G114349,"Sales Rep",253350,"Direct Reports to Sushil Kakkar",,,"Day Ended","Day Ended",,,27.227856,78.2298219,,NA,"05 Dec 2025 10:05:07 AM"
"End Day",2503391,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,22:16:29,234449,"Sujit Mukherjee",G100593,"Sales Rep",240008,"Avilash Chowdhury",,,"Day Ended","Day Ended",,,23.2184712,88.5697777,,NA,"05 Dec 2025 09:52:00 AM"
"End Day",2507081,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,19:46:26,257136,"Varun Gupta",G107654,"Territory Manager",252552,"CF-Yogesh Sharma",,,"Day Ended","Day Ended",,,32.7408017,74.8522471,,NA,"05 Dec 2025 09:50:13 AM"
"End Day",2504406,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,18:06:16,240719,"CF - Siva S",712768,"Sales Rep",247372,"CF - Shanmuga Sundaram R",,,"Day Ended","Day Ended",,,11.2215363,78.7523692,,NA,"05 Dec 2025 09:48:12 AM"
"Start Day",2519213,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,21:12:27,249240,"PF-Raj Kumar Singh Bhullar",361261,"Sales Manager",255447,"Dr Ouwesh Ansari",,,"Day Started","Day Started",,,30.7182709265502,76.7550113071932,,NA,"05 Dec 2025 09:29:35 AM"
Tourvisit,15925172,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,21:12:37,249240,"PF-Raj Kumar Singh Bhullar",361261,"Sales Manager",255447,"Dr Ouwesh Ansari",,,"End of the day",ok,,,30.7182709265502,76.7550113071932,,NA,"05 Dec 2025 09:29:25 AM"
"End Day",2509210,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,20:51:03,234341,"Saiyad Badshah",8105301,"Sales Rep",253350,"Direct Reports to Sushil Kakkar",,,"Day Ended","Day Ended",,,27.5771539,80.6800289,,NA,"05 Dec 2025 09:26:49 AM"
"Customer Stock",26962557,Customer,13232355,"-- --","Meena Tradering Company","., Theni, Tamil Nadu, India, 625531","-- --","Cattle - Dealer",No,10.012707030000,77.477999260000,2025-12-04,18:09:46,240706,Veerapandian,705454,"Sales Rep",240694,"Direct Reports to Biju P Menon",ERODE_Cattle,F725_Cattle,Stock,"Stock from - Meena Tradering Company",,,10.0127322,77.4781012,"No. 2, Kizhakku Chandhai, Periyakulam Main Rd, NRT Nagar, Theni, Tamil Nadu 625531, India",11.5078,"05 Dec 2025 09:24:43 AM"
"End Day",2505497,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-04,20:23:24,240733,"CF - Ganeshamoorthi N",F100214,"Sales Rep",247372,"CF - Shanmuga Sundaram R",,,"Day Ended","Day Ended",,,10.80924,78.6749167,,NA,"05 Dec 2025 09:16:16 AM"
