"Activity Type","Transaction Ref ID",Customer/Plant,"Customer/Plant ID","Customer/Plant external ID","Customer/Plant Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/Plant Latitude","Customer/Plant Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Travelled (in meters)","Synced On"
"End Day",2494252,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,19:39:27,262145,"Sunil Kumar",G112493,"Sales Rep",255111,"Direct Reports Punit Srivastav",,,"Day Ended","Day Ended",,,27.1030344,83.2822876,,NA,"04 Dec 2025 09:32:21 AM"
"End Day",2492757,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,19:57:58,255539,"Dr. Sunil kumar",712194,"Sales Manager",234343,"Prodyut Pratim Baruah",,,"Day Ended","Day Ended",,,25.6300267,85.0679317,,NA,"04 Dec 2025 09:32:18 AM"
"End Day",2494498,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,22:23:47,255547,"Dr Praveen Nage",707034,"Sales Manager",255546,"Dr. Rajesh Sharma",,,"Day Ended","Day Ended",,,21.2831039,81.695439,,NA,"04 Dec 2025 09:32:08 AM"
Tourvisit,15919996,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,20:48:32,239907,"CF - Rahul Badwaya",6100356,"Sales Rep",253890,"CF - Yogendra Gurjar",,,"End of the day","home ",,54728.00,22.973828,76.2465511,"X6FW+CMJ, Khonpeerpipalya, Madhya Pradesh 455115, India",NA,"04 Dec 2025 09:32:02 AM"
Checkout,69346885,Customer,15421236,"-- --","Manoj Todker","Shingapir,  , Man to, Shikhar Shinganapur, Pune Division, Maharashtra, India, 415508","Shikhar Shinganapur","Cattle - Dealer",No,17.850599600000,74.661479700000,2025-12-03,15:59:35,241406,"CF - Vaibhav Jagtap",G100180,"Sales Rep",241374,"Direct Reports_CF - Pramod Patil",Satara,F503_Cattle,,,,,18.1823175,74.6083525,"P-33, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",37308.9,"04 Dec 2025 09:08:51 AM"
"End Day",2492068,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,21:05:20,258231,"Shyam jee",F100608,"Sales Rep",245790,"CF - Pramod kumar yadav",,,"Day Ended","Day Ended",,,25.7371732,82.671698,,NA,"04 Dec 2025 08:57:06 AM"
"End Day",2501798,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,22:50:53,281901,"Mahesh Jakhar",G116775,"Sales Rep",234818,"PF-Nanasaheb Laxman Kote",,,"Day Ended","Day Ended",,,27.6786985,75.0916162,,NA,"04 Dec 2025 08:54:05 AM"
"End Day",2490464,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,20:56:03,275870,"Vikas Madhukar Sargar",,"Sales Rep",241368,"CF - P N Bhopale",,,"Day Ended","Day Ended",,,18.1694357,74.5968558,,NA,"04 Dec 2025 08:53:16 AM"
"End Day",2492269,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,19:40:37,240712,"CF - mahadevaswamy.m",712875,"Sales Rep",240700,"CF - Nataraju N",,,"Day Ended","Day Ended",,,12.3857817,77.0470183,,NA,"04 Dec 2025 08:47:52 AM"
"End Day",2491108,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2025-12-03,22:26:13,241423,"CF - Omkar Khairmode",F100307,"Sales Rep",241367,"Direct Reports to CF - P.L.Kulkarni",,,"Day Ended","Day Ended",,,,,,NA,"04 Dec 2025 08:28:54 AM"
